install_priority,grid_gid,epdo_before,accident_cnt,사망_cnt,중상_cnt,gap_cnt,missing_facilities,total_reduction_pct,epdo_after,epdo_saved,efficiency,entropy_rank,entropy_risk
605,다사645447,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,45.16,31.84,10.6133,640,91.25
606,다사642451,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,45.16,31.84,10.6133,716,87.91
607,다사683444,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,45.16,31.84,10.6133,509,98.15
608,다사686442,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,45.16,31.84,10.6133,598,92.98
609,다사735483,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,45.16,31.84,10.6133,540,96.4
610,다사660471,71.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,39.19,31.81,10.6033,1171,76.35
611,다사697384,85.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,42.64,42.36,10.59,361,112.03
612,다사659430,85.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,42.64,42.36,10.59,579,94.44
613,다사663429,85.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,42.64,42.36,10.59,396,108.29
614,다사641443,85.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,42.64,42.36,10.59,639,91.29
615,다사735490,85.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,42.64,42.36,10.59,347,115.21
616,다사720504,85.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,42.64,42.36,10.59,502,98.53
617,다사742486,85.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,42.64,42.36,10.59,414,106.43
618,다사728504,85.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,42.64,42.36,10.59,604,92.6
619,다사648123,85.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,42.64,42.36,10.59,632,91.52
620,다사684446,70.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.64,31.36,10.4533,676,89.3
621,다사681446,70.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.64,31.36,10.4533,877,83.49
622,다사636451,70.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.64,31.36,10.4533,967,81.35
623,다사683418,70.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.64,31.36,10.4533,776,85.92
624,다사740492,70.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.64,31.36,10.4533,762,86.48
625,다사568120,70.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.64,31.36,10.4533,1192,75.93
626,다사580122,87.0,6,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,45.62,41.38,10.345,565,94.98
627,다사740489,75.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,43.99,31.01,10.3367,541,96.34
628,다사669345,83.0,3,0,1,3,cctv_cam_cnt | cctv_cnt | child_zone_cnt,37.3,52.04,30.96,10.32,407,106.98
629,다사666341,93.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,41.45,51.55,10.31,337,117.76
630,다사726515,93.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,41.45,51.55,10.31,391,109.01
631,다사659266,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,939,82.27
632,다사637324,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1186,76.03
633,다사671313,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1080,77.53
634,다사694444,69.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,761,86.51
635,다사624450,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1280,74.61
636,다사669448,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1007,79.8
637,다사662442,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1022,79.31
638,다사689424,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,969,81.28
639,다사742494,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1293,74.48
640,다사728515,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1031,78.81
641,다사763441,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1084,77.51
642,다사689427,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1404,73.2
643,다사728513,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1044,78.28
644,다사725499,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1045,78.27
645,다사730527,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1370,73.6
646,다사501114,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1124,76.95
647,다사590130,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1292,74.49
648,다사264099,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1381,73.51
649,다사398116,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1050,78.09
650,다사653094,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1312,74.23
651,다사475037,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,389,109.13
652,다사607141,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1120,76.98
653,다사644069,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1341,74.03
654,다사349084,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1349,73.9
655,다사505151,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1143,76.7
656,다사608140,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1235,75.31
657,다사593126,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1301,74.35
658,다사480021,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1231,75.37
659,다사653116,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1226,75.44
660,다사293080,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,704,88.3
661,다사590122,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,834,84.59
662,다사273087,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1467,71.74
663,다바403990,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1454,72.09
664,다사599114,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1438,72.6
665,다사619112,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1266,74.76
666,다사635108,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1204,75.71
667,다사592119,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,910,82.79
668,다사318129,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1134,76.77
669,다사656118,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1405,73.2
670,다사587119,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1355,73.82
671,다사461028,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1322,74.17
672,다사509134,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1026,79.05
673,다사508140,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1245,75.14
674,다사404115,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1243,75.19
675,다사588126,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1118,76.99
676,다사638114,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1131,76.81
677,다사643121,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1207,75.68
678,다사657085,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1336,74.07
679,다사635111,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1330,74.09
680,다사489015,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1210,75.64
681,다사481017,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1267,74.73
682,다사651080,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1392,73.37
683,다사620113,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,997,80.08
684,다사412121,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1427,72.79
685,다사475007,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,38.09,30.91,10.3033,1439,72.59
686,다사681375,101.0,6,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,49.52,51.48,10.296,345,115.5
687,다사664329,101.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,39.62,61.38,10.23,320,123.07
688,다사648314,101.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,39.62,61.38,10.23,342,116.33
689,다사664093,101.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,39.62,61.38,10.23,392,108.96
690,다사674315,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,671,89.79
691,다사658301,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,665,89.98
692,다사651334,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,734,87.07
693,다사656268,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,927,82.4
694,다사675378,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,474,100.65
695,다사673379,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,493,99.28
696,다사697373,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,441,103.1
697,다사701373,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,608,92.36
698,다사677368,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,570,94.84
699,다사684377,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,884,83.37
700,다사697434,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,934,82.31
701,다사647452,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,713,87.99
702,다사630457,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,689,88.93
703,다사726509,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,1003,79.94
704,다사721502,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,720,87.67
705,다사732497,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,824,84.89
706,다사592129,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,730,87.17
707,다사665097,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,936,82.3
708,다사639123,77.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,949,82.04
709,다사646125,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,825,84.89
710,다사534131,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,929,82.37
711,다사657119,77.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,36.13,40.87,10.2175,838,84.5
712,다사664480,87.0,5,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,46.37,40.63,10.1575,534,96.82
713,다사671357,100.0,6,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,39.23,60.77,10.1283,402,107.28
714,다사663317,94.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,43.38,50.62,10.124,406,106.98
715,다사629457,94.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,43.38,50.62,10.124,374,110.8
716,다사676444,94.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,43.38,50.62,10.124,455,101.73
717,다사619463,94.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,43.38,50.62,10.124,453,101.98
718,다사669436,94.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,43.38,50.62,10.124,394,108.46
719,다사723514,94.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,43.38,50.62,10.124,462,101.52
720,다사626129,94.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,43.38,50.62,10.124,447,102.28
721,다사652304,77.0,2,0,1,3,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt,39.44,46.63,30.37,10.1233,851,84.22
722,다사657327,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,44.57,40.43,10.1075,377,110.54
723,다사727510,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,44.57,40.43,10.1075,507,98.34
724,다사655119,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,44.57,40.43,10.1075,619,91.96
725,다사613121,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,44.57,40.43,10.1075,602,92.77
726,다사600112,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,44.57,40.43,10.1075,456,101.72
727,다사522155,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,44.57,40.43,10.1075,587,93.68
728,다사671356,86.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,45.83,40.17,10.0425,612,92.26
729,다사646464,70.0,2,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,39.9,30.1,10.0333,1009,79.7
730,다사631456,99.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,38.83,60.17,10.0283,321,122.97
731,다사472032,99.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,38.83,60.17,10.0283,416,105.74
732,다사669388,93.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,42.92,50.08,10.016,387,109.24
733,다사650455,93.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,42.92,50.08,10.016,418,105.48
734,다사669430,93.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,42.92,50.08,10.016,351,114.12
735,다사653467,93.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,42.92,50.08,10.016,403,107.24
736,다사528132,93.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,42.92,50.08,10.016,488,99.81
737,다사598131,93.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,42.92,50.08,10.016,445,102.3
738,다사684403,75.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,35.19,39.81,9.9525,994,80.11
739,다사648133,75.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,35.19,39.81,9.9525,992,80.18
740,다사654337,77.0,2,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,37.31,39.69,9.9225,656,90.7
741,다사703398,77.0,3,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,37.31,39.69,9.9225,454,101.97
742,다사680449,92.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,42.46,49.54,9.908,367,111.34
743,다사736512,69.0,1,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,39.33,29.67,9.89,1198,75.84
744,다사324130,69.0,1,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,39.33,29.67,9.89,1240,75.23
745,다사602123,69.0,1,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,39.33,29.67,9.89,1303,74.32
746,다사545134,69.0,1,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,39.33,29.67,9.89,1321,74.17
747,다사512131,69.0,1,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,39.33,29.67,9.89,1399,73.28
748,다사727530,83.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,43.53,39.47,9.8675,538,96.55
749,다사649279,89.0,12,0,0,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,39.67,49.33,9.866,501,98.57
750,다사647283,86.0,4,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,36.67,49.33,9.866,562,95.1
751,다사673341,86.0,4,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,36.67,49.33,9.866,603,92.64
752,다사665440,85.0,3,0,1,3,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt,34.45,55.72,29.28,9.76,400,107.81
753,다사663341,85.0,3,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,36.24,48.76,9.752,436,103.86
754,다사647328,85.0,3,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,36.24,48.76,9.752,546,95.83
755,다사667094,85.0,3,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,36.24,48.76,9.752,489,99.67
756,다사669397,78.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,39.12,38.88,9.72,698,88.58
757,다사640458,78.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,39.12,38.88,9.72,553,95.4
758,다사743490,78.0,4,0,1,3,cctv_cam_cnt | cctv_cnt | child_zone_cnt,37.3,48.91,29.09,9.6967,697,88.6
759,다사703378,83.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,44.23,38.77,9.6925,413,106.49
760,다사668337,70.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,41.05,28.95,9.65,1270,74.7
761,다사677377,70.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,41.05,28.95,9.65,701,88.42
762,다사668334,84.0,4,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,35.81,48.19,9.638,615,92.09
763,다사671359,95.0,6,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,37.26,57.74,9.6233,420,105.43
764,다사682453,77.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,38.62,38.38,9.595,856,84.06
765,다사655467,77.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,38.62,38.38,9.595,964,81.5
766,다사700443,77.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,38.62,38.38,9.595,894,83.21
767,다사743504,77.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,38.62,38.38,9.595,880,83.45
768,다사550094,77.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,38.62,38.38,9.595,812,85.15
769,다사590125,77.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,38.62,38.38,9.595,827,84.84
770,다사659111,77.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,38.62,38.38,9.595,966,81.37
771,다사620110,77.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,38.62,38.38,9.595,703,88.32
772,다사522154,77.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,38.62,38.38,9.595,871,83.55
773,다사661080,89.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,41.07,47.93,9.586,515,97.78
774,다사660455,77.0,2,0,1,3,cctv_cam_cnt | cctv_cnt | child_zone_cnt,37.3,48.28,28.72,9.5733,589,93.51
775,다사651300,86.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,38.33,47.67,9.534,398,108.18
776,다사647274,83.0,3,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,35.39,47.61,9.522,677,89.28
777,다사653266,94.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,36.87,57.13,9.5217,434,103.94
778,다사653281,94.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,36.87,57.13,9.5217,344,115.63
779,다사684376,94.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,36.87,57.13,9.5217,300,129.93
780,다사647471,94.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,36.87,57.13,9.5217,425,104.88
781,다사654302,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,40.47,28.53,9.51,1318,74.18
782,다사676348,69.0,1,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,40.47,28.53,9.51,974,81.15
